-0.75	1.75
-1.29062	1.15625
-0.174975	1.41098
-0.18151	0.720798
-0.0700599	0.376872
0.117892	0.19089
0.31518	0.102394
0.453107	0.100866
0.515163	0.153086
0.554273	0.209239
0.589111	0.258229
0.618962	0.30264
0.645359	0.342877
0.668781	0.379683
0.689824	0.413475
0.708826	0.444666
0.726113	0.47355
0.752452	0.516418
0.774423	0.55666
0.795448	0.593117
0.813666	0.627452
0.831194	0.658981
0.846558	0.688897
0.861579	0.71655
0.874698	0.743028
0.887883	0.767536
0.898609	0.790492
0.909814	0.810687
0.918034	0.830103
0.928001	0.846577
0.933683	0.863261
0.943363	0.876231
0.945852	0.891066
0.956862	0.900253
0.954268	0.914554
0.969944	0.918794
0.957624	0.935198
0.985463	0.931376
0.952059	0.955496
1.00929	0.935568
0.926854	0.980086
1.05271	0.924024
0.853081	1.0173
1.12441	0.877659
0.672503	1.06893
1.13845	0.767279
0.516397	1.02347
0.982148	0.648469
0.673859	0.792187
0.954269	0.613741
0.675181	0.746671
0.927593	0.587739
0.679288	0.709588
0.912338	0.567543
0.67696	0.689965
0.906441	0.557445
0.681894	0.684988
0.895939	0.569624
0.705006	0.683959
0.897279	0.587361
0.720925	0.696216
0.906053	0.607306
0.730971	0.716107
0.920358	0.62652
0.734006	0.740244
0.937696	0.642267
0.730003	0.764403
0.954246	0.652676
0.720135	0.784896
0.967841	0.656179
0.705846	0.798892
0.975649	0.652694
0.691372	0.803601
0.97608	0.643966
0.681402	0.798434
0.970365	0.633073
0.677706	0.78636
0.961703	0.622896
0.678642	0.77222
0.953062	0.615054
0.681812	0.759808
0.946065	0.610149
0.685825	0.750903
0.941287	0.608253
0.690116	0.745896
0.938793	0.609054
0.694276	0.744501
0.938437	0.611874
0.697776	0.74611
0.939895	0.615815
0.700103	0.749892
0.942646	0.619967
0.700976	0.75486
0.946025	0.623562
0.700428	0.759988
0.949337	0.626068
0.698783	0.764364
0.951986	0.627243
0.696555	0.767332
0.953594	0.627133
0.694309	0.768596
0.954054	0.626017
0.6925	0.768241
0.953517	0.624311
0.69138	0.766665
0.952306	0.622451
0.69099	0.764429
0.950801	0.620803
0.691215	0.762096
0.949341	0.619612
