0	-0.6117694336	-0.6117694336
1	-0.2257981458	-0.0971410499
2	0.2498393627	0.4420869488
3	-0.1032662652	-0.2741156969
4	-0.1668213661	-0.1842337842
5	-0.1816363823	-0.1864995993
6	-0.1852783076	-0.1864868809
7	-0.1861850002	-0.1864868960
8	-0.1864114378	-0.1864868960


1	0.385971	0.514628
2	0.475638	0.539228
3	0.353106	0.716203
4	0.0635551	0.0898819
5	0.014815	0.00226582
6	0.00364193	1.27184e-05
7	0.000906693	1.51235e-08
8	0.000226438	1.90531e-12
