0	0.340188	0.163235
0.0117188	0.333779	0.509231
0.0234375	1.14767	0.982709
0.0351562	1.56033	1.34167
0.046875	2.03051	1.64868
0.0585938	1.62223	1.74579
0.0703125	2.00582	1.95939
0.0820312	2.61856	2.19246
0.09375	2.23801	2.20976
0.105469	2.55344	2.30548
0.117188	2.44735	2.27835
0.128906	2.50509	2.24018
0.140625	2.08998	2.09107
0.152344	2.03924	1.99171
0.164062	2.24095	1.90769
0.175781	1.94167	1.67614
0.1875	1.38401	1.33422
0.199219	1.18672	1.01827
0.210938	0.342079	0.58389
0.222656	0.559049	0.368514
0.234375	-0.250365	0.0177286
0.246094	-0.205637	-0.115419
0.257812	-0.451167	-0.242138
0.269531	0.120683	-0.19081
0.28125	-0.576689	-0.358762
0.292969	-0.338923	-0.338748
0.304688	-0.577162	-0.35664
0.316406	-0.531614	-0.26654
0.328125	0.451359	0.0264885
0.339844	-0.218468	0.0278446
0.351562	0.196089	0.217212
0.363281	0.642142	0.395288
0.375	0.526853	0.446345
0.386719	0.304882	0.45912
0.398438	0.717855	0.581943
0.410156	0.647775	0.614882
0.421875	0.628695	0.640327
0.433594	1.08659	0.720286
0.445312	0.352742	0.552273
0.457031	0.748215	0.563522
0.46875	0.394722	0.422616
0.480469	0.509239	0.347988
0.492188	-0.00199037	0.142333
0.503906	0.342491	0.0799273
0.515625	-0.409897	-0.170998
0.527344	-0.474512	-0.269538
0.539062	-0.135418	-0.271047
0.550781	-0.116541	-0.326819
0.5625	-1.0297	-0.554531
0.574219	-0.182354	-0.463037
0.585938	-0.604982	-0.587467
0.597656	-1.01198	-0.671645
0.609375	-0.843315	-0.591634
0.621094	-0.284727	-0.402545
0.632812	0.0487669	-0.272054
0.644531	-0.374664	-0.322978
0.65625	-0.538509	-0.342183
0.667969	-0.467794	-0.291113
0.679688	0.0697031	-0.114428
0.691406	-0.248727	-0.0581702
0.703125	-0.0286969	0.111037
0.714844	0.710834	0.348223
0.726562	0.607306	0.352813
0.738281	0.476062	0.250991
0.75	-0.233334	-0.0219264
0.761719	-0.128558	-0.164141
0.773438	-0.500265	-0.386185
0.785156	-0.354662	-0.522118
0.796875	-0.865582	-0.805116
0.808594	-0.987217	-1.05151
0.820312	-1.40241	-1.35834
0.832031	-2.16399	-1.68825
0.84375	-2.0128	-1.78689
0.855469	-1.73178	-1.8187
0.867188	-1.90103	-1.93335
0.878906	-2.22459	-2.0862
0.890625	-2.71281	-2.24452
0.902344	-2.24259	-2.17475
0.914062	-2.25484	-2.13453
0.925781	-2.38405	-2.06571
0.9375	-1.82581	-1.81784
0.949219	-2.06099	-1.64333
0.960938	-1.44583	-1.24855
0.972656	-0.620675	-0.783875
0.984375	-0.254191	-0.410208
0.996094	-0.316836	-0.12499
1.00781	0.0227835	0.247257
1.01953	1.11866	0.77879
1.03125	0.983704	1.09232
1.04297	1.69173	1.53403
1.05469	2.28548	1.90788
1.06641	2.18436	2.09582
1.07812	2.45536	2.29078
1.08984	2.79014	2.44302
1.10156	2.43374	2.41987
1.11328	2.91117	2.5
1.125	2.31265	2.34601
1.13672	2.59615	2.3122
1.14844	2.28126	2.12426
1.16016	2.28223	1.94318
1.17188	1.59786	1.61019
1.18359	1.0573	1.30832
1.19531	1.51209	1.19919
1.20703	1.20847	0.951711
1.21875	0.179659	0.570806
1.23047	0.683529	0.478736
1.24219	0.248717	0.238334
1.25391	-0.114706	0.0340228
1.26562	-0.0372494	-0.0586431
1.27734	-0.44064	-0.200448
1.28906	0.0436855	-0.153886
1.30078	-0.414521	-0.260828
1.3125	-0.218877	-0.233665
1.32422	-0.354838	-0.236543
1.33594	-0.287592	-0.161453
1.34766	-0.0810118	-0.0253617
1.35938	0.320066	0.158494
1.37109	0.295126	0.254951
1.38281	0.149189	0.305758
1.39453	0.966214	0.500396
1.40625	0.215647	0.394157
1.41797	0.260944	0.443377
1.42969	0.62002	0.577489
1.44141	0.842036	0.686319
1.45312	0.992477	0.72933
1.46484	0.841782	0.636154
1.47656	0.468446	0.435358
1.48828	0.0291237	0.192009
1.5	0.249771	0.0632344
1.51172	-0.277272	-0.192714
1.52344	-0.489841	-0.372138
1.53516	-0.674516	-0.515378
1.54688	-0.423236	-0.54936
